comment,star,likesCount
近十年读过的最长篇，除了《三體》。,力荐,4
假期里的阅读，因为闲所以这种情节能看得进去，少数地方还有共鸣，印象最深的是写一只狗，依偎在屠夫主人脚边，然后被宰杀了。有点像是《围城》的扩写，然而这类文字还是精简些更好看吧,还行,0
利用两个周末，终于读完。第一感觉，不仅是不好评论，更是不好阅读。评论家之所以沉默，大概是一方面李洱的写作远不同于他们平素所接触的所熟悉的种种，最重要是必须要以同样深厚的学识底蕴，才能更好地予以解读。上下两部，感觉下要好于上，学理性、知识性的内容减少，应物兄的过往夫妻生活，他求教于芸娘的经历，读来都非常真实感人。李洱对应物兄应该是宽容的，他如此塑造人物，也如此塑造身在同样无物之阵中的自己。,推荐,2
None,力荐,0
还是喜欢《斗罗大陆》,还行,0
夹带私货过于严重。,很差,0
应物兄本身的油腻、软弱与其又存在的知识分子的天真、热爱圆滑揉在一起，让人遗憾，又显得真诚。低分评价多说本书造作、酸腐，然而我认为这正是作者对当代文化界的一种评判；至少比我们那种看到的空虚、动不动就上床好多了（书中也有，但我认为是有节制的）。书的后半段当然有匆匆之惑，但并非稀松溃败；对女性的塑造虽然不够丰满，但不得不承认其实很多现实中的人又有多么丰满理想呢？本书不是那种一流的经典大师之作，但也绝非评价中那种钻营、无聊之作。13年不意味着丰碑，但从作品来看也有一种陈恳的意味。另一个被批判的是掉书袋。用典的高境界应该是让读者看不出来，至少是外行人看不出来；内行人拼出来，觉得高妙；在这个方面，应物兄无疑还是有很大的空间要走。但是这些用典和书袋毕竟也和人物有紧密的关联，也不能全然否定,推荐,0
实在看不下去啊 之乎者也乱说一气,还行,0
前面还成，偶有妙笔，总体失望。,还行,0
不是在展现世界和事情的复杂，而是在不断呈现、固化片面,还行,0
偶见闪光点。更像是想象中的知识分子和知识分子批判。,推荐,0
荒诞，但真实。,推荐,0
真正有价值的文学作品是什么样子，我认为《应物兄》就符合，这个小说不论是选材还是故事经历，以及传达的文化理念，以及反应的现状都能让人产生共鸣，最重要的是它足够真诚。,推荐,1
一届不如一届了,还行,0
从去年茅盾文学奖颁布之前开始接触这本书，到了今年年底，断断续续的终于读完了，印象中上册还是去年国庆节假期的时候读的，正是在找工作的时候，回头想想现在工作已经快半年了，时间过得可真快呀！,,
总的来说，李洱这本书写的还是不错的，手法辛辣，揭露了不少所谓高知圈的各种藏污纳垢之事，算是深刻，但是有时候读起来，还是有些困难的，感觉作者这掉书袋也太多了，没有一定的历史古文积累，读起来真的费劲，差点弃书。,,
同时，结尾总感觉有一点戛然而止的意思，还是需要慢慢品读的一本书啊。,推荐,0
坦白说我没怎么看明白 因此对着这本上&下的巨制也不敢轻易打低分 主要没明白应物兄是否是个意向？以此见证芸芸众生 斗转星移？,还行,0
终于读完，还算吸引人，读者需要与作者共享基本的知识语境，再就是其间接引语的使用，不算自由间接引语，但也不是老套的那种引语，不知道怎么称呼,推荐,0
这套书读的艰难，真的觉得不适应于现在的瞅瞅，因为代入感特别难受,还行,0
20201116,力荐,0
上头了买的书。,,
get不到文风，感觉有点絮絮叨叨。,,
（仅个人喜好）,还行,0
比较难读的一本小说。不仅考验作者功力，也考验读者的韧性。,力荐,0
滴！打卡完成。,,
读完李洱《应物兄》88.4万字。2020.9.30—10.2。,,
第十届茅盾文学奖作品。,力荐,0
NoNoNo!,,
所谓“删繁就简”导致文字的美感完全没了，写了十三年，特像烂片宣传“筹拍十年，打磨八十版剧本。”,,
拖拖拉拉半年，也读完了，纯当磨练意志所需。,较差,0
写了十三年，我用十个晚上读完它。人物很多，关系倒也不会特别复杂，只是关于学术方面的问题有些深奥，没法特别好的理解。并不是所有人都有了结局，原来的我并不喜欢这种方式，现在随着年龄的增长倒也觉得这或许就是人生。,推荐,0
常常想起里面的某些段落就想笑,推荐,0
当今中国特色文学代表，就像我会为前半小段感同身受而倍感情切，作者也深陷写作环境泥潭拔不出来,还行,0
早餐点了一份羊杂汤，舒服。边看书边翻论语。现实故事荒诞情节。,推荐,0
虽然豆瓣评分低，但得个茅奖还是不成问题的,很差,8
不知道写的啥，更不知道为什么会获得矛盾文学奖,较差,1
终于看完了_(:D)∠)_不断插进来的人物和回忆让故事零零碎碎，讲故事拖拖拉拉让人觉得兴味索然。用知识写小说没毛病，但也没必要开口闭口引经据典，大学教授没人那样讲话，这么在意知识性真不如写篇论文痛快。人物的名字都文绉绉，几乎每个名字都有来历，过于刻意，或许是张三李四王二麻子没脸出场吧。,还行,0
读完，我说不出重点，可能是自己没有接触那个围城里的学术圈吧。,还行,0
深感自己的无知，感谢。/子不语怪力乱神的解释本身就是莫大的讽刺。,力荐,0
评价两极分化，你站在哪边？,推荐,1
读后觉得通篇的嘲讽和揶揄，讲座仅售72张票的这一出，我真觉得装到不要脸了。。。希望酸文人们不要将本书当做补药吃了，作者其实是想让你们知道自己酸,还行,0
字字看来皆是血，十年辛苦不寻常。,力荐,0
能和《儒林外史》相提并论？,较差,1
看半天没看出来到底是考古还是新创,还行,0
知识面向之广，刷新了对于作家的认识。至少要读两遍以上。,推荐,0
读得艰难。视角转移的生硬实在让人很难相信这是写了十三年的东西。,较差,0
前期还能读下去，后期快速浏览。,推荐,0
众人造太和，华学明造济哥，你方唱罢我登场，竹篮打水一场空，有反讽和解构的感觉。知识分子式的幽默像围城。叙事时间和叙事人称玩得溜。奇妙的作品,推荐,0
耗时一个月终于看完了这部小说，小说之所以是小说，我通俗的认为是大多数小人物的故事，要有争议，在时间的蹉跎中生化了故事…,力荐,0
可能是我读过的最差的一部茅盾奖作品？,还行,0
糊里糊涂读完的小说,推荐,0
直到读完这本小说，我才有勇气上网搜索“李洱”这个名字。谈起阅读的感受，我只有两个字：惊叹！作者恐怖的捕捉细节的能力使得人物一个个形象丰满，这么多相互关联的人物仿佛在一个大舞台上表演，你唱罢来我登场，衔接得那么流畅。这篇小说写作的难度在于，它硬是把生活拆解成无数的小碎片，又一点点把这些小碎片拼凑成了一个整体。,力荐,0
无法控制的意外美丽浸染了,力荐,4
止于上。不是很理解这种写作方式，以小说论无情节亦无人物塑造；以讽刺文学论过于局限；书中部分人物可与现时对应，孰真孰假难辨一二。五分吧。,还行,0
实现的却是新的诗学建构,力荐,4
None,推荐,0
现实的世界反而不真实，书中的世界反而真实些,推荐,0
过了一段时间再回忆这本书，我渐渐淡忘了书中的某些丑陋龌龊的情节，我理解也接受了应物的执着与妥协，而芸娘与文德能的形象在我的脑海中愈发清晰起来，当初觉得作者对他们的安排是残忍的，如今觉得也是仁慈的。11/11/2020,力荐,0
茅奖怎么越来水了……,较差,0
高校早已非净土，岂有桃源可避秦？,还行,1
中秋夜看完了这部作品。,,
懵懵懂懂，感觉做了一个很长的阅读理解，而我写不出答案。,,
李洱书外的故事，似乎比故事本身更吸引我。当他的作品在德国备受推崇时，国内某作家还信誓旦旦地对外宣称，绝无此人。,,
虽没增删五次，但也著书十载，李洱兄才是一本比应物兄更精彩的书。,,
,推荐,0
前后十个月，终于读完了这本“巨作”。说是当代儒林外史，我觉得恰如其分。知识分子之迂腐，描绘的极其细致，文学功底也非常深厚。但，确实，最大的缺点就是，堆砌的太长了。。。豆瓣这个分数，也许是对这样一个不知名的作者如此长的自传不感冒的表现,推荐,0
莫名其妙的文人,还行,0
看起来很博大精深，其实不过如此。就小说本身而言，这不像个小说。作者更应该去写点随笔，读后感之类的文章，应该会更受欢迎。,推荐,0
阉它的那天，乔木先生特意给它买了创可贴，还买了一件犀牛牌的皮背心。皮背心可以兜住伤口，不让它乱咬乱抓。更重要的是，可以让它看不见伤口，使它不至于因为身上少了点东西而感到自卑。,还行,0
现时代讽刺文。古代文学功底太扎实了。学术能力体现了大师水平。,力荐,0
叶兄的赠书，李洱是鲁三五授课人之一。读了三分之一，坚持不下来。虽然打磨十多年，虽然获了奖，但还是不能如愿挤进中文写作第一梯队。,还行,0
给4分完全是因为同期茅盾文学的《在人间》的评分居然远高于这本书，但是两者孰高孰低还是比较清楚的，就像开头狗咬狗引起的争端，这两部作品也差不多，表现出了当代中国文学的无力与困窘。一本书是絮絮叨叨的日记账，另一本是故作姿态的儒学官场录，都不得高处。《应物兄》这本书语言的凌乱跟《在人间》的寡淡真是极好的对比，一个五味十足，一锅杂汤，一个清汤寡水，连叶香菜也没有。90万字的长篇，好坏的争论不应该在情节的逻辑结构上，小说的世界大应该放开手笔，更何况现实世界可能更加荒谬，问题在于，书中人的形象实在是难以分清是现实的临摹还是虚幻的构造，另外第一部废话极多，所以此书50万字就足以了，把前面的鸡毛蒜皮都删去也不影响这本书的价值，我觉得倒是能让这本书上一个档次，所以，所谓的“半部经典”原来只是下半部还不错。,推荐,0
感觉的确从中看出了当代知识分子圈里的现象，有些真实，每个人说的话都是引经据典，掉书袋式的，但是感觉有些部分无病呻吟，太过冗长。,还行,0
终于啃完了这本大部头，上下两册，两百万字。小说以大学成立儒学研究院这件事为引子，引出了形形色色的人物，情节缓缓推进，总有一种可以永远写下去的感觉，情节到最后十页才飞转直下，读完会有一种戛然而止地惊愕。总体感觉有点像当代官场学术圈的一部红楼梦。,推荐,2
2020.04.27奔子栏,还行,0
又见一本比红楼梦的,较差,1
太没文化，看着肉麻。,很差,3
为什么评分这么低？,推荐,0
李洱可以说是上知天文下知地理也毫不为过，《应物兄》中众多元素融于一体，却又丝毫不显突兀，文字功底了得。,推荐,0
当代中国知识分子的《清明上河图》，写出了高雅与卑污，退缩与坚守，时代的病症与内心的孱弱……,力荐,3
必须好好想想我们这一代知识分子！,力荐,4
终于读完了，这本书故事展开的模式确实很巧妙，几十万字下来人物都是侧面带出来，时间线却基本没动多少。一定程度上是对红楼的继承吧，可惜的是人物没立起来，我们的应物兄始终就像酱油角色，其他人物也没有令人印象十分深刻的表现,推荐,0
茅盾颁奖前看完了，三代人的众生相写的很好，儒家思想的酸腐和风骨都勾勒的很清楚，但是感觉有点颠扑不破，很多事情没有说的很明白，可能我自己道行浅吧。,力荐,0
忍着洪荒之力看完试读 事实证明 作者是个智障,None,5
俗气不是不好，过头了就失真，惹人厌。同样描写俗气也没什么，过头了就妨害美了。此外，吹捧也过头了，吹捧和实力成正比才有效果，实力差太多，吹捧就反作用了。实在喜欢不起来。至于评论里不满打低分的，干嘛总攻击人家自己写不出来，根本两码事。批评者嘛总是要有姿态的。,还行,0
有想法，也有内容，就是太冗杂，有三分之二的描写可以删去，这个样子实在读不下去。如此看来最好的知识分子群像小说还是《围城》。,较差,0
茅盾文学奖是给的安慰奖？,较差,5
刚看还觉得蛮轻巧的，继续看下去就很琐碎，看不进去了，弃。,较差,2
是本好书 对得上茅盾文学奖的名头 林林总总 琐琐碎碎 细微处去着手写人生的遗憾与残缺 唯一的不足之处是 好而高雅不近世人 就像上届的《繁花》一样 看进去了便是当代巨著 看不下去便是束之高阁装模做样 脱离群众的纯文学 不是文学死了 是现在的人不读书了,力荐,0
现当代的文学只限于自乐的话，还是别出版了。,很差,6
评论两极化。刚开始读的时候，我真的觉得好多页啊。因为做论文的需要，还是硬着脸皮看完了。但是在写论文，需要阐释的时候，我也发现了，这部小说的魅力，他的确存在着巨大的阐释空间。,还行,0
又是一部茅盾文学奖的书，可是这次读了上部的一半就果断放弃，不浪费时间。名字太多了，对于我这种金鱼记忆的人，看过很快就会忘，读到后面真的很难和前面的人物进行关联。而且知识分子的故事于我而言很难产生共鸣，云里雾里的。再加上最后看到豆瓣评分6.8，嗯…虽然不能说明什么，但是某种程度上也可以证明很多豆友和我有相似的阅读体验吧。,还行,0
野心很大，但笔力和格局配不上,较差,2
不错的一本书，跟着内容追了不少国学、儒家思想的东西。尾巴稍有紧急，但也和整体相符。是本好书，值得花时间去读。,推荐,0
很合胃口，想要的里面都有了。,推荐,0
看书果然不能看评论,力荐,0
从9月1号到今天，历时两个多月读完。自身也好像跟随应物兄这个时而是“我”时而是“他”的人物生活了一段时间，体察他的快乐和悲伤，感受他的荣耀和痛苦。李洱写这本书最大的特点就是思绪经常游移发散，不知不觉多出很多章节，当然也符合应物兄的知识分子人物设定，他在对话和做事时总会联想书籍典故，主要是《论语》，掉书袋一发不可收拾。阅读《应物兄》最大的价值就是可以窥见当今学术圈的百态，以及聆听现代儒学的变奏。,推荐,0
两个礼拜读完，前半部分言语犀利，幽默讽刺，颇有钱钟书的风格，后半部分应物兄意外而亡似乎是急刹车，不在情理之中。本书内容全景式地展现了当代知识分子的精神面貌和生活日常，各色知识分子的高尚与虚伪的两面，权色与人性的交易，自我与他我的挣扎矛盾，这一点写的有点像《儒林外史》。,,
本书的亮点之一就是作者深厚的知识储备功底，书中涉及到多部古今中外的学者著作，动植物的数量，与之有关的中外事件数量也巨大。但本书的语言对话因为涉及到旁征博引地介绍相关背景人物，对话形式过于书面化，有刻意雕饰之感，不像《围城》那般，言语自然更像是知识分子之间的对话。,,
本书当然是一本严肃的文学小说，对于文学评论家来说，它是一本上乘的小说，这也是能获得茅盾文学奖的原因；但就文学的影响力来说，与普通读者有一定的距离。,推荐,0
笑死 应物兄某些方面真是和狗老师一模一样！不过明明都是搞古代思想的差别怎么会这么大 ,力荐,0
断断续续看完，之前觉得中年男人油腻，作者野心大过笔力。中间看了龙部长的大江大海，被狭隘煽情弄得直反胃，再接着看这本书，反而觉得即使光怪陆离也是真情真性。只要不做奸佞小人，俗一点又有什么关系呢，更何况应物兄还挺坦荡的。,推荐,0
这书我竟然看了两个月才读完，累死了。,,
再不会有汪曾祺这样的大家了，文章平中显奇，淡中有味。,较差,0
这部篇幅甚巨的小说，将当代文化中现代性的东西一股脑地融入了其中，传统与现代在书里交融，这本书就像小说中死去的文德能想写的那本“沙之书”一样，所有的感受流溢出去，但不像水，流过之后还是有痕迹的，涵盖了人类各个领域的知识，碎片又讲究，实在是太妙了，说它搬动了当代文学的坐标丝毫不是广告的虚假宣传,力荐,4
近几年来最有阅读快感的一部小说。但是如果没在国内高校的生活经验，不建议阅读。,力荐,4
落得个白茫茫大地真干净,推荐,0
看的费劲，今天终于放飞自我，放弃了。,还行,0
描摹的那幅声色犬马、追名逐利的画面不能说不真实，但总觉得有点过于露骨。露骨到感觉里面没有一个人物是认认真真在生活的，于是就感觉这本小说只是纯粹的在挖苦、讽刺。里面的讽刺语言觉得挺不错的，讽刺的很是刁钻、贴切。,还行,0
过誉 碰瓷红楼梦,还行,1
别开生面的当代小说，难以分析的文本。,力荐,0
批评者的箭靶可能正是褒扬者的颂旗，不在同一个平面的争吵只有混响，没有意义。确实有些篇终接混茫的虚无感，一说便俗。,力荐,1
讽今？,,
不过不是喜欢的类型,还行,0
写的很一般,还行,0
从去年九月底一直读到今年一月，我终于放弃了。看到这里发现我不是一个人。作者功力太深厚，最开始读，还会觉得趣味盎然，读到中间就越来越拖沓，实在提不起兴趣。只好弃了。书友说那是因为你没有一口气读完，于是借了两大部头回去。一个月后，我问她读得怎么样了，她说她无聊了实在看不下去。Emmm，道行太浅，实在欣赏不了。,还行,0
一代人的离开，下一代人是否已经做好了准备？白茫茫真干净的大地，是否是清楚了还是迷惘？,,
看的过程总是被一种忧伤缠绕。看完想恶补古今中外哲学系列,力荐,3
有点杂，byw 这个书得矛盾文学奖了吗？,还行,0
可以体会到作者有一个较高立意的出发点，但在写作的过程有有不少偏离，资深功力也不足以支撑如此篇幅。当然优点也要肯定，对于象牙塔下以及学术圈，政圈和商圈的讽刺很有意思。,还行,0
能写得出《花腔》，李洱的才华毋庸置疑，十三年磨一剑，必是经典,力荐,4
当一个人置身于森林中，你就会迷路，就会变成其中的一株树，变成树下腐烂的枝叶。你会觉得，所有的一切，都是森林的一部分，包括天上的浮云。在黑暗中，必须有月亮的指引，你才能走出那个森林。因为月亮是变化的，所以你还需要知道月亮运行的规律，以计算出自己的路线，这样才不会再次迷路。,推荐,1
内容实在太多了，看到知识分子们对孔子的尊崇还有点兴趣，结果看到最后，完全没看懂，通篇都在写为请程先生来讲学做准备，可分支太多，尤其是有很多关于两性话题的粗俗描写，很反感，不知道写这个有什么用，难道就为了反讽？反讽难道不需要有个正面人物对比吗？通篇看不到一个正人君子。一个作家不该让读者完全搞不清要表达什么，这太失败了。,还行,0
我不喜欢。,推荐,0
原来知识分子们的言谈举止和普通人真不一样。,力荐,3
《应物兄》李洱 打卡第一天 读书笔记 窗外原来倒是有只野鸡，但它现在已经成了博古架上的标本，看上去还在引吭高歌，其实已经死透了。 他有三部手机，分别是华为，三星和苹果，应对着不同的人。调成振动的这部手机是华为，主要联系的是他在济大的同事以及全国各地的同行。那部正在风衣口袋里响个不停的三星，联系的则主要是家人，也包括几位来往密切的朋友。还有一部手机，也就是装在电脑包里的苹果，联系人则分布于世界各地。有一次，三部手机同时响了起来，铃声大作，他一时不知道先接哪个。,力荐,4
朋友推荐后就对这本书有了别样的期待，当然也因为这本书拿到了茅盾文学奖。书中每个人物即特点各异，又极为相似，似乎我们的性格或为人处事，能在书中的人物中反映出来；李洱先生算得上是借着这本书，批判了一些社会现象和社会中的所谓的知识分子。但是作为小说，情结拖沓冗长，各种插叙铺垫太长，容易出戏。,还行,0
不知所云，哈哈。言有易，言无难。,推荐,0
书中对应物有两处简短的讨论，比如于时迁移，应物变化。其实，搞不懂也没关系，把这一名字当做一个时代的特殊符号，一个第三只眼观察周遭的存在，也就都明白了。高校里学者教授专家、政商界的领导巨贾，一个个不务正业或者说凝心聚力搞正业，到头来却是闹了个白茫茫大地真干净！真是应了《临川梦》里那句话，翩然云中鹤，个个伪君子。最后，全书未完待续，读者自编。,还行,0
好装逼的书，看了小爷15天。,还行,0
书名虽然叫应物，但我觉得应物似乎并不是绝对的主人公，他的老师，大儒程济世才是。所有的人似乎都在围着他转。不知道为什么我读时总有一中红楼梦的感觉，让我很是疑惑。最后应物兄稀里糊涂的结尾，我也是有点糊涂。可能我水平不够，书中出现的诸多经史典籍，我无法领会，羡慕作者功力深厚的时候，内心也是怀疑，如此之多的引用，相当篇幅的科普，究竟是情节需要，还是炫技？我看到很多评论说，人物角色的设置不符合常理，我想说的是，大概故事，是符合这个时代现实的。可能偶有夸张，但我觉得说其是基于现实的疯狂也未尝不可。还有，小说，如果要把其当成考古现场，一一证实，那不是太没劲了？迅哥儿就是听着再像大先生的名字，终究也还是虚构的。,还行,1
补,较差,0
目前读过最长的小说，真是很累，好多人物轮番出场，要不是时间紧凑的看完了，还真记不住情节。看了几个评论，两极分化很严重，我感觉没有吹捧的那么好，有点拖沓，真的适合研究儒学哲学这类的人才能看得出乐趣吧。这本书也有自己的优点，刻画人物很细致，好多情节也很有意思，可能太细致了反而觉得很啰嗦，也许正是这种方式才能让我们体会到某些当代知识分子的虚伪与追名逐利的丑态。有点矛盾。作为日常读书的话，并不推荐。,还行,0
差评喜人,还行,0
算是作者自己给自己的献礼，只有醉心文学的人才知道想洋洋洒洒写下有深度的长篇需要耗尽多少心力和岁月。儒学切入，涉猎颇多，但究其故事主旨却难以拧成一股绳，分明独章独回各自为战。除了“礼乐崩坏”和插科打诨的那些闪光点的话，其他仿佛什么都记不得了。,还行,0
分数过低了,力荐,0
书，买之前挺期待，看了第一步，挺失望，潜意识里不相信第二部能翻盘，但作者李饵花了这么长时间、码了这么多字，买都买了就继续看吧，前几日看完后，痛骂茅盾文学奖，其它几本在琢磨看不看。通篇每一章里儒学文化的浸入，太硬了，人物的塑造难道靠这个？剧情其实不复杂，但主要事件是不是太荒诞了？至少我无法相信！作者在高于生活还是讽刺挖苦？人物立不住啊，尤为女性太表面化，而诸多所谓的文化学者、知识分子，几乎是懦弱的利己主义者，而对政客与商人的勾勒，更让人觉得不切实际！如此等等，这样真算是撼动了中国当代文学的坐标？？？,较差,1
李洱用13年写就的长篇小说，悄然挪动了中国当代文学地图的坐标，茅盾文学奖实至名归。谁又能想到，最后我们的主人公会死于一场因超载引发的交通事故呢。,力荐,0
冲着李洱看到，也许本人文化程度太低，没看完，我看不下去。我没资格评李老师的茅盾文学奖作品，我不配！但我真心读不下去 ~~~抱歉。,很差,0
刚刚开始读这本书时，它还是一本小说，到读完它时，已是获得茅盾文学奖的作品了。,None,0
既承载着几千年厚重的文化积淀，又描绘了活色生香的当下社会,力荐,4
虚己应物，恕而后行。应物变化，与时迁移。立俗施事，无所不宜。,力荐,3
近两年读过的最厚的小说，不错,力荐,0
非名山不留仙住,力荐,0
只读完了上部。以现在的心境和阅历看，还是略有收获的，思考如何为人处世。现代版的喜剧讽刺，还穿插学院派的知识。也就是看别人怎样演戏和自己决定如何演戏了。职场水深，也不得不提防。可能，应物兄是难得清醒，不那么坏的人吧。,推荐,0
作家所真切写出的，恐怕也正是一个时代的社会形态究竟会在怎样的一种程度上深刻地影响到知识分子精神世界的构建，透过主人公应物兄从“多嘴多舌”到沉默寡言，不得不说却又欲言又止的变化，作家不动声色地写出了知识分子自我精神世界一种巨大的撕裂感。,力荐,0
冷笑话太多，目前只能给三星。,,
读完了，没变化，三颗星吧。,,
5月再读，为封面加一星。,推荐,0
可能是这两年读过的最长篇……借用贺师一语中的的话，將应物分为内心执道与随流应物分裂的两人，不仅是形式上老套，更从根本上就失去了讨论儒学“应物而为”的可能性与高度。不过仍不失为一副当代学商政界光怪陆离大赏图。,还行,0
作者从2006年写到2018年，我作为读者看了半个多月，每天坚持看几章，既没有想一气读完的冲动，也没有不忍读完的的想法。,,
我觉得很厉害的点是虚构的宛如真实。每个人物，引用的每个观点以及提到的各种东西，都需要日复一日的学习、积累吧。,,
塑造了形形色色的人物，应物、栾廷玉、卡尔文、易艺艺等人可以让我读出一点想象。但像陆空谷，我就不知道是什么样子的。我也不知道应物在和乔珊珊结婚前暗恋的已婚女人是谁。像清风、朗月、易艺艺、乔珊珊、金彧、铁梳子这样不太正面的女性形象，相对应的我感觉其他男性也没什么好人。双林是我读到的很感动的一个人—核科学家。,,
作者有自己宏大的构思，有大观园的感觉。但艺术性与学术性这个东西很难说。,推荐,0
名字是件大事情,,
书中应物留校任职，改为应物兄，成了儒学家,,
我有个小学同学祁宝利，本来是个体校老师，改为祁宝，他现在是一位小有名气的歌手,,
三个月后的一个夜里，终于在睡前看完了这部小说。要么在路上，要么在睡前，是我看这部小说的主要时间段。,,
我的宿命，我的生活的基调是如此清晰可见。,,
他是生命的根，树长的再高，根还是在那里，和某块地面结合的位置，3年，30年，300年，3000年都不曾移动过。,推荐,0
像许许多多的三棱镜，照见了历史，照见了时代，照见了形形色色的人物，也照见了读者自己内心的各个侧面和角落。,推荐,0
十三年来，他随遇而安，安心于《应物兄》的创作。在火车上写，在办公室写，在一切能放电脑的地方写。,,
,推荐,0
加了太多东西的老汤，味杂不美,还行,1
前半部分挺有意思的，像看一部连续剧，看当代中国人情社会下知识分子的接人待物。但太长了，后三分之一几度读不下去。,还行,0
即使文中偶尔闪现出的一点表达内核的光辉，也迅速会被作者糟糕的文笔消解，对红楼梦的那样的古典小说形式上有模仿，但是作者的古诗词能力明显达不到应有的水平，不是一本值得推荐的书,很差,1
20190916周一听完80万字，作者的知识面真够广的，读到最后有点不舍得书要结束了。,推荐,0
看不下去。。。到底想说什么。。。,较差,3
啊哈哈哈哈哈哈，收回骂《主角》的话。,,
小说这种东西一定要看同行对比，陈彦比上不足，比下还是有余啊！《应物兄》书店宣传语标榜“围城第二”，有着钱钟书先生旁征博引、娓娓道来的幽默气度……水准没有，蹭热度蹭流量倒是一把好手……而且《应物兄》出场了那么多人物，我以为作者要写《儒林外史》呢，可惜几乎没有一个让人真正印象深刻人，而且我想得茅奖应该有特色或者内核在某一领域有代表性，这本书难道是写知识分子的精神虚无有代表性？可是20年前《废都》就写过了……,较差,3
从书名到内文，无一不让人想起龌龊。,很差,0
儒学、佛学、道教、哲学、生物学、中外历史学、心理学、身体语言学等等，算作一本百科全书。知识分子的活色生香，学术界的趋炎附势，算作对典型人物的刻画。一本语言学的长篇篇小说，一本茅盾文学奖得主，一本耗费十三年时间的小说，想来该是好的，该是可读的。,推荐,0
《应物兄》就是这样一部可以媲美《平凡的世界》的作品，它真实而又现实，让人欲罢不能。,力荐,1
想要写得贴近生活反映生活，却不知不觉在一点点堆积中远离了生活实际。这本书原来得了茅盾文学奖，联系了以前读的基本茅盾文学奖的书，发誓自此再也不读茅盾文学获奖作品了。,较差,0
这也太文人了 看不懂,较差,0
阴差阳错在曾经的故乡读过这一本，回来后接着电子书读完了，很容易读。,,
想到这书，不怎么会想内容。想到的更多是，那个地方，我和谁一起在读书，那里的天气如何。,,
就像普通人赋予意义的生活里的一个毫无意义的标志物。,还行,0
前半部分挺好看的，后面越来越看不下去，难读，很有点世界名著的味道啊,推荐,0
没什么可说的。,推荐,0
我简直不能吐槽更多，好意思说自己对红楼梦致敬？？？？,较差,0
我们每个人，都会在本书中发现自己,力荐,4
没有想到是这样一本书。,,
写的是上一代学者和当代“学人”（不知道如何称呼这些人才是合适的）的故事，只是书中太多人事物让人越看越觉得恶心。,,
百科全书式的写作手法，让读者的阅读体验确实不那么舒服，为什么？因为我们时刻都在被提醒着自己的无知，而放任这种无知就是无耻。现在最后悔的是当年没有好好听程先生的诗经课。,推荐,0
太难读了,还行,0
知识分子的悲哀,推荐,0
老奶奶的裹脚布，又臭又长。写了13年这个卖点真的没啥好夸赞的，琐碎芜杂的叙述，完全在自我卖弄和炫耀。,还行,0
最后的最后，好像还有第102章节在下一页，应物兄的任务还没有完成，还有一大堆杂七碎八的事等着他处理。众人浩浩荡荡的做的事，竟然偏离出十万八千里，有的人死了，有的人离开了，新的生命亦是崎岖坎坷，精神错乱的人并没有疯，陨落的二胡声并没有死，他们依旧在这个社会上，在众人未曾想到的地方，从容的过活。油烹的繁华殆尽，只剩下没过村落的大雪。饱学内敛善良质朴甚至有些迂腐窝囊的应物兄在济州这个大染缸里，从未变过。他是应物兄，他清晰的听到了回答。 一个半月，终于看完这本书，里面一些儒家理论晦涩难懂，阅读有些吃力，但故事的时间跨度并不是很长，很多平行发生的事件时不时穿插其中，最后太研的结果，没有写，也猜不到，就不得而知了。,推荐,0
虚己应物，恕而后行。看此书有如面对面观感贤者，而且作者文风幽默，让人越看越入迷，只是内容丰富一遍不足以慰藉，须消化一段时间后再重新细读,力荐,0
只读了上部（差几章），本以为疫情期间能坚持读完，结果发现还有下部，便暂时放弃了。应物兄更像是一个通灵宝玉，他把各色人物串联起来；里面的人见面说话不接地气而且散漫，几乎无不在卖弄自己小圈子里的那些酸腐，矫情；每个人物并非单纯浸淫于自己的圈子里，反而是与世俗纠葛太多，致使其中的儒学等等皆成了笑话；每个人说话都缺少表情；叙述类同第一视角，却又用第三人称，经常让人怀疑这句话的“他”是应物兄还是谁……,还行,0
在传承的基础上，再创新，很新颖的想法。,推荐,1
作者整整写了30年才完成，精心之作，期待了很久。,推荐,1
这书写得不行，不过也挺好，至少表明我也可以轻轻松松拿个茅盾文学奖了。,很差,2
把哈登写成狗，太损了,None,0
浪费了不少篇章，稍许遗憾。,还行,0
初读《应物兄》，感觉人物描写冗长，没有重点；读到后半部，却觉得回味出来了，仿佛小酒微醺；再读结尾，戛然而止，意犹未尽。太研最后怎么样了？这个寄托了个人乡愁与学者精神的标志，在资本与权力的运作下会不会变得畸形？正如那个被毒品至畸的中美混血儿？应物兄最后怎么过完了一生？这个对知识和道德还保持着一定尊重的知识分子，虽然被尊称一个“兄”字，却不过是钱权交易棋盘上的一颗棋子。无论婚姻、家庭、事业，他都做不了主，他哪里能把握自己的命运呢？,推荐,1
知识阶层与“儒”的交互中的众生相……,推荐,1
后悔买书，慕名而买，实在难读，上半本写一个搞儒学的四处晃荡，然后将自己的所听闻不着边际的说出来，感觉就是作者的亲身碎言碎语。好我的茅盾文学奖啊！！！,很差,0
过誉了,还行,0
终于看完了，很中国，很当代，很“准确”。一百零一回，比《金瓶梅》多一回，很《红楼梦》。,力荐,0
看书的时候不停地想起毛尖老师文章里对李洱的描述 /风格即人果然有道理 /很“中文系”的一本书 ,还行,0
